codigo,TipoVia,NombreVia,barrio,via,ViaCatastro
CL,CALLE,GINES DE ROCAMORA,MURCIA,"CALLE GINES DE ROCAMORA, MURCIA",GINES DE ROCAMORA(CALLE) en MURCIA
CL,CALLE,GIRASOLES,COBATILLAS,"CALLE GIRASOLES, COBATILLAS",GIRASOLES(CALLE) en COBATILLAS
CL,CALLE,GIRASOLES,EL PALMAR,"CALLE GIRASOLES, EL PALMAR",GIRASOLES(CALLE) en EL PALMAR
CL,CALLE,GIRASOLES,SANGONERA VERDE,"CALLE GIRASOLES, SANGONERA VERDE",GIRASOLES(CALLE) en SANGONERA VERDE
CL,CALLE,GLORIA,ALJUCER,"CALLE GLORIA, ALJUCER",GLORIA(CALLE) en ALJUCER
CL,CALLE,GLORIA,BARQUEROS,"CALLE GLORIA, BARQUEROS",GLORIA(CALLE) en BARQUEROS
CL,CALLE,GLORIA,CABEZO TORRES,"CALLE GLORIA, CABEZO TORRES",GLORIA(CALLE) en CABEZO TORRES
CL,CALLE,GLORIA,CASILLAS,"CALLE GLORIA, CASILLAS",GLORIA(CALLE) en CASILLAS
CL,CALLE,GLORIA,COBATILLAS,"CALLE GLORIA, COBATILLAS",GLORIA(CALLE) en COBATILLAS
CL,CALLE,GLORIA,EL PALMAR,"CALLE GLORIA, EL PALMAR",GLORIA(CALLE) en EL PALMAR
CL,CALLE,GLORIA FUERTES,BENIAJAN,"CALLE GLORIA FUERTES, BENIAJAN",GLORIA FUERTES(CALLE) en BENIAJAN
CL,CALLE,GLORIA FUERTES,GUADALUPE,"CALLE GLORIA FUERTES, GUADALUPE",GLORIA FUERTES(CALLE) en GUADALUPE
CL,CALLE,GLORIA,GARRES LOS,"CALLE GLORIA, GARRES LOS",GLORIA(CALLE) en GARRES LOS
CL,CALLE,GLORIA,JAVALI NUEVO,"CALLE GLORIA, JAVALI NUEVO",GLORIA(CALLE) en JAVALI NUEVO
CL,CALLE,GLORIA LA,ALBERCA LA,"CALLE GLORIA LA, ALBERCA LA",GLORIA LA(CALLE) en ALBERCA LA
CL,CALLE,GLORIA,MURCIA,"CALLE GLORIA, MURCIA",GLORIA(CALLE) en MURCIA
CL,CALLE,GLORIA,PUENTE TOCINOS,"CALLE GLORIA, PUENTE TOCINOS",GLORIA(CALLE) en PUENTE TOCINOS
CL,CALLE,GLORIA,RAMOS LOS,"CALLE GLORIA, RAMOS LOS",GLORIA(CALLE) en RAMOS LOS
CL,CALLE,GLORIA,SAN GINES,"CALLE GLORIA, SAN GINES",GLORIA(CALLE) en SAN GINES
CL,CALLE,GLORIA,SUCINA,"CALLE GLORIA, SUCINA",GLORIA(CALLE) en SUCINA
CL,CALLE,GLORIA,ZENETA,"CALLE GLORIA, ZENETA",GLORIA(CALLE) en ZENETA
CL,CALLE,G-L PP ZB GT1 GEA Y TRU,GEA Y TRUYOLS,"CALLE G-L PP ZB GT1 GEA Y TRU, GEA Y TRUYOLS",G-L PP ZB GT1 GEA Y TRU(CALLE) en GEA Y TRUYOLS
CL,CALLE,G MIRADOR DE AGRIDULCE,GUADALUPE,"CALLE G MIRADOR DE AGRIDULCE, GUADALUPE",G MIRADOR DE AGRIDULCE(CALLE) en GUADALUPE
CL,CALLE,GOMEZ CORTINA,MURCIA,"CALLE GOMEZ CORTINA, MURCIA",GOMEZ CORTINA(CALLE) en MURCIA
CL,CALLE,GONZALEZ ADALID,MURCIA,"CALLE GONZALEZ ADALID, MURCIA",GONZALEZ ADALID(CALLE) en MURCIA
CL,CALLE,GONZALEZ CEBRIAN,MURCIA,"CALLE GONZALEZ CEBRIAN, MURCIA",GONZALEZ CEBRIAN(CALLE) en MURCIA
CL,CALLE,GONZALEZ VALENTIN,LLANO BRUJAS,"CALLE GONZALEZ VALENTIN, LLANO BRUJAS",GONZALEZ VALENTIN(CALLE) en LLANO BRUJAS
CL,CALLE,GOYA,ALGEZARES,"CALLE GOYA, ALGEZARES",GOYA(CALLE) en ALGEZARES
CL,CALLE,GOYA,CABEZO TORRES,"CALLE GOYA, CABEZO TORRES",GOYA(CALLE) en CABEZO TORRES
CL,CALLE,GOYA,CHURRA,"CALLE GOYA, CHURRA",GOYA(CALLE) en CHURRA
CL,CALLE,GOYA,MURCIA,"CALLE GOYA, MURCIA",GOYA(CALLE) en MURCIA
CL,CALLE,GOYA,PUENTE TOCINOS,"CALLE GOYA, PUENTE TOCINOS",GOYA(CALLE) en PUENTE TOCINOS
CL,CALLE,GOYA,PUNTAL EL,"CALLE GOYA, PUNTAL EL",GOYA(CALLE) en PUNTAL EL
CL,CALLE,GOYA,RAMOS LOS,"CALLE GOYA, RAMOS LOS",GOYA(CALLE) en RAMOS LOS
CL,CALLE,GOYA,SANGONERA SECA,"CALLE GOYA, SANGONERA SECA",GOYA(CALLE) en SANGONERA SECA
CL,CALLE,GOYA,SANGONERA VERDE,"CALLE GOYA, SANGONERA VERDE",GOYA(CALLE) en SANGONERA VERDE
CL,CALLE,GOYA,SAN JOSE,"CALLE GOYA, SAN JOSE",GOYA(CALLE) en SAN JOSE
CL,CALLE,GOYA,ZARANDONA,"CALLE GOYA, ZARANDONA",GOYA(CALLE) en ZARANDONA
CL,CALLE,G PP TM 218,CABEZO TORRES,"CALLE G PP TM 218, CABEZO TORRES",G PP TM 218(CALLE) en CABEZO TORRES
CL,CALLE,G (P.P. ZM-PT3),PUENTE TOCINOS,"CALLE G (P.P. ZM-PT3), PUENTE TOCINOS",G (P.P. ZM-PT3)(CALLE) en PUENTE TOCINOS
CL,CALLE,G PP ZU-SU-JA3,JERON.-AVILESES,"CALLE G PP ZU-SU-JA3, JERON.-AVILESES",G PP ZU-SU-JA3(CALLE) en JERON.-AVILESES
CL,CALLE,GRACIA,CABEZO TORRES,"CALLE GRACIA, CABEZO TORRES",GRACIA(CALLE) en CABEZO TORRES
CL,CALLE,GRACIA,GARRES LOS,"CALLE GRACIA, GARRES LOS",GRACIA(CALLE) en GARRES LOS
CL,CALLE,GRACIA,MURCIA,"CALLE GRACIA, MURCIA",GRACIA(CALLE) en MURCIA
CL,CALLE,GRACIA,PUNTAL EL,"CALLE GRACIA, PUNTAL EL",GRACIA(CALLE) en PUNTAL EL
CL,CALLE,GRANADA,ESPINARDO,"CALLE GRANADA, ESPINARDO",GRANADA(CALLE) en ESPINARDO
CL,CALLE,GRANADA,MURCIA,"CALLE GRANADA, MURCIA",GRANADA(CALLE) en MURCIA
CL,CALLE,GRANADA,SANGONERA VERDE,"CALLE GRANADA, SANGONERA VERDE",GRANADA(CALLE) en SANGONERA VERDE
CL,CALLE,GRANADOS,SUCINA,"CALLE GRANADOS, SUCINA",GRANADOS(CALLE) en SUCINA
CL,CALLE,GRANAINA LA,SAN BENITO,"CALLE GRANAINA LA, SAN BENITO",GRANAINA LA(CALLE) en SAN BENITO
CL,CALLE,GRANERO,MURCIA,"CALLE GRANERO, MURCIA",GRANERO(CALLE) en MURCIA
CL,CALLE,GRANJA,SANGONERA VERDE,"CALLE GRANJA, SANGONERA VERDE",GRANJA(CALLE) en SANGONERA VERDE
CL,CALLE,GRAN PEZ,MURCIA,"CALLE GRAN PEZ, MURCIA",GRAN PEZ(CALLE) en MURCIA
CL,CALLE,GRAN VIA CARMEN,MURCIA,"CALLE GRAN VIA CARMEN, MURCIA",GRAN VIA CARMEN(CALLE) en MURCIA
CL,CALLE,GRAN VIA,RAMOS LOS,"CALLE GRAN VIA, RAMOS LOS",GRAN VIA(CALLE) en RAMOS LOS
CL,CALLE,GRECO,CABEZO TORRES,"CALLE GRECO, CABEZO TORRES",GRECO(CALLE) en CABEZO TORRES
CL,CALLE,GRECO,MURCIA,"CALLE GRECO, MURCIA",GRECO(CALLE) en MURCIA
CL,CALLE,GRECO,SANGONERA SECA,"CALLE GRECO, SANGONERA SECA",GRECO(CALLE) en SANGONERA SECA
CL,CALLE,GRECO,SANGONERA VERDE,"CALLE GRECO, SANGONERA VERDE",GRECO(CALLE) en SANGONERA VERDE
CL,CALLE,GREGORIO CONESA,ZARANDONA,"CALLE GREGORIO CONESA, ZARANDONA",GREGORIO CONESA(CALLE) en ZARANDONA
CL,CALLE,GREGORIO PEREZ RODRIGUEZ,NONDUERMAS,"CALLE GREGORIO PEREZ RODRIGUEZ, NONDUERMAS",GREGORIO PEREZ RODRIGUEZ(CALLE) en NONDUERMAS
CL,CALLE,GROUCHO MARX,RAMOS LOS,"CALLE GROUCHO MARX, RAMOS LOS",GROUCHO MARX(CALLE) en RAMOS LOS
CL,CALLE,GRUPO CONSTITUCION,CORVERA,"CALLE GRUPO CONSTITUCION, CORVERA",GRUPO CONSTITUCION(CALLE) en CORVERA
CL,CALLE,G SECTOR ZB-PM7,EL PALMAR,"CALLE G SECTOR ZB-PM7, EL PALMAR",G SECTOR ZB-PM7(CALLE) en EL PALMAR
CL,CALLE,GUADALETE,SANGONERA SECA,"CALLE GUADALETE, SANGONERA SECA",GUADALETE(CALLE) en SANGONERA SECA
CL,CALLE,GUADALQUIVIR,LOBOSILLO,"CALLE GUADALQUIVIR, LOBOSILLO",GUADALQUIVIR(CALLE) en LOBOSILLO
CL,CALLE,GUADALUPE DE EXTREMADURA,GUADALUPE,"CALLE GUADALUPE DE EXTREMADURA, GUADALUPE",GUADALUPE DE EXTREMADURA(CALLE) en GUADALUPE
CL,CALLE,GUERREROS,MURCIA,"CALLE GUERREROS, MURCIA",GUERREROS(CALLE) en MURCIA
CL,CALLE,GUILLAMONES,ALJUCER,"CALLE GUILLAMONES, ALJUCER",GUILLAMONES(CALLE) en ALJUCER
CL,CALLE,GUSTAVO ADOLFO BECQUER,CHURRA,"CALLE GUSTAVO ADOLFO BECQUER, CHURRA",GUSTAVO ADOLFO BECQUER(CALLE) en CHURRA
CL,CALLE,GUSTAVO ADOLFO BECQUER,GUADALUPE,"CALLE GUSTAVO ADOLFO BECQUER, GUADALUPE",GUSTAVO ADOLFO BECQUER(CALLE) en GUADALUPE
CL,CALLE,GUTIERREZ MELLADO,CABEZO TORRES,"CALLE GUTIERREZ MELLADO, CABEZO TORRES",GUTIERREZ MELLADO(CALLE) en CABEZO TORRES
CL,CALLE,GUTIERREZ MELLADO,MURCIA,"CALLE GUTIERREZ MELLADO, MURCIA",GUTIERREZ MELLADO(CALLE) en MURCIA
CL,CALLE,GUTIERREZ MELLADO,RAMOS LOS,"CALLE GUTIERREZ MELLADO, RAMOS LOS",GUTIERREZ MELLADO(CALLE) en RAMOS LOS
CL,CALLE,G ZB GP2,GUADALUPE,"CALLE G ZB GP2, GUADALUPE",G ZB GP2(CALLE) en GUADALUPE
CL,CALLE,H1,MURCIA,"CALLE H1, MURCIA",H1(CALLE) en MURCIA
CL,CALLE,H4,MURCIA,"CALLE H4, MURCIA",H4(CALLE) en MURCIA
CL,CALLE,HACIENDA DEL CURA,JAVALI VIEJO,"CALLE HACIENDA DEL CURA, JAVALI VIEJO",HACIENDA DEL CURA(CALLE) en JAVALI VIEJO
CL,CALLE,HACIENDA RIQUELME VIAL A,SUCINA,"CALLE HACIENDA RIQUELME VIAL A, SUCINA",HACIENDA RIQUELME VIAL A(CALLE) en SUCINA
CL,CALLE,HACIENDA RIQUELME VIAL C,SUCINA,"CALLE HACIENDA RIQUELME VIAL C, SUCINA",HACIENDA RIQUELME VIAL C(CALLE) en SUCINA
CL,CALLE,HACIENDA RIQUELME VIAL D,SUCINA,"CALLE HACIENDA RIQUELME VIAL D, SUCINA",HACIENDA RIQUELME VIAL D(CALLE) en SUCINA
CL,CALLE,HACIENDA RIQUEL VIAL B,SUCINA,"CALLE HACIENDA RIQUEL VIAL B, SUCINA",HACIENDA RIQUEL VIAL B(CALLE) en SUCINA
CL,CALLE,HACIEN RIQUELME VIAL PRAL,SUCINA,"CALLE HACIEN RIQUELME VIAL PRAL, SUCINA",HACIEN RIQUELME VIAL PRAL(CALLE) en SUCINA
CL,CALLE,HANNOVER,MONTEAGUDO,"CALLE HANNOVER, MONTEAGUDO",HANNOVER(CALLE) en MONTEAGUDO
CL,CALLE,HERACLITO,GARRES LOS,"CALLE HERACLITO, GARRES LOS",HERACLITO(CALLE) en GARRES LOS
CL,CALLE,HEREDEROS,DOLORES LOS,"CALLE HEREDEROS, DOLORES LOS",HEREDEROS(CALLE) en DOLORES LOS
CL,CALLE,HERMANOS GOMEZ,MURCIA,"CALLE HERMANOS GOMEZ, MURCIA",HERMANOS GOMEZ(CALLE) en MURCIA
CL,CALLE,HERMANOS SERRANO TORTAJAD,MURCIA,"CALLE HERMANOS SERRANO TORTAJAD, MURCIA",HERMANOS SERRANO TORTAJAD(CALLE) en MURCIA
CL,CALLE,HERNAN CORTES,CABEZO TORRES,"CALLE HERNAN CORTES, CABEZO TORRES",HERNAN CORTES(CALLE) en CABEZO TORRES
