codigo,TipoVia,NombreVia,barrio,via,ViaCatastro
CL,CALLE,TOMAS Y VALIENTE,MURCIA,"CALLE TOMAS Y VALIENTE, MURCIA",TOMAS Y VALIENTE(CALLE) en MURCIA
CL,CALLE,TOMATERAS,SUCINA,"CALLE TOMATERAS, SUCINA",TOMATERAS(CALLE) en SUCINA
CL,CALLE,TOMILLO,COBATILLAS,"CALLE TOMILLO, COBATILLAS",TOMILLO(CALLE) en COBATILLAS
CL,CALLE,TOMILLO DEL - TORREGUIL,SANGONERA VERDE,"CALLE TOMILLO DEL - TORREGUIL, SANGONERA VERDE",TOMILLO DEL - TORREGUIL(CALLE) en SANGONERA VERDE
CL,CALLE,TOMILLO,EL PALMAR,"CALLE TOMILLO, EL PALMAR",TOMILLO(CALLE) en EL PALMAR
CL,CALLE,TOMILLO,ESPARRAGAL,"CALLE TOMILLO, ESPARRAGAL",TOMILLO(CALLE) en ESPARRAGAL
CL,CALLE,TOMILLO,SANGONERA VERDE,"CALLE TOMILLO, SANGONERA VERDE",TOMILLO(CALLE) en SANGONERA VERDE
CL,CALLE,TONELERO,MURCIA,"CALLE TONELERO, MURCIA",TONELERO(CALLE) en MURCIA
CL,CALLE,TONOS,SANGONERA VERDE,"CALLE TONOS, SANGONERA VERDE",TONOS(CALLE) en SANGONERA VERDE
CL,CALLE,TOPACIO,MURCIA,"CALLE TOPACIO, MURCIA",TOPACIO(CALLE) en MURCIA
CL,CALLE,TORERO PEPIN LIRIA,MURCIA,"CALLE TORERO PEPIN LIRIA, MURCIA",TORERO PEPIN LIRIA(CALLE) en MURCIA
CL,CALLE,TORNEL,DOLORES LOS,"CALLE TORNEL, DOLORES LOS",TORNEL(CALLE) en DOLORES LOS
CL,CALLE,TORRALBAS,ESPARRAGAL,"CALLE TORRALBAS, ESPARRAGAL",TORRALBAS(CALLE) en ESPARRAGAL
CL,CALLE,TORRAO,ESPARRAGAL,"CALLE TORRAO, ESPARRAGAL",TORRAO(CALLE) en ESPARRAGAL
CL,CALLE,TORRAOS,MONTEAGUDO,"CALLE TORRAOS, MONTEAGUDO",TORRAOS(CALLE) en MONTEAGUDO
CL,CALLE,TORRE ABELLAN,JERON.-AVILESES,"CALLE TORRE ABELLAN, JERON.-AVILESES",TORRE ABELLAN(CALLE) en JERON.-AVILESES
CL,CALLE,TORRE ALVAREZ,MURCIA,"CALLE TORRE ALVAREZ, MURCIA",TORRE ALVAREZ(CALLE) en MURCIA
CL,CALLE,TORREALVAREZ,MURCIA,"CALLE TORREALVAREZ, MURCIA",TORREALVAREZ(CALLE) en MURCIA
CL,CALLE,TORRE CARADOC,SAN BENITO,"CALLE TORRE CARADOC, SAN BENITO",TORRE CARADOC(CALLE) en SAN BENITO
CL,CALLE,TORRE CORDOBAS,NONDUERMAS,"CALLE TORRE CORDOBAS, NONDUERMAS",TORRE CORDOBAS(CALLE) en NONDUERMAS
CL,CALLE,TORRE DE LOS LORENTES,GUADALUPE,"CALLE TORRE DE LOS LORENTES, GUADALUPE",TORRE DE LOS LORENTES(CALLE) en GUADALUPE
CL,CALLE,TORRE DE ROMO,MURCIA,"CALLE TORRE DE ROMO, MURCIA",TORRE DE ROMO(CALLE) en MURCIA
CL,CALLE,TORRE MARQUESA,MURCIA,"CALLE TORRE MARQUESA, MURCIA",TORRE MARQUESA(CALLE) en MURCIA
CL,CALLE,TORRE MESAS,MURCIA,"CALLE TORRE MESAS, MURCIA",TORRE MESAS(CALLE) en MURCIA
CL,CALLE,TORRE MESEGUER,SAN BENITO,"CALLE TORRE MESEGUER, SAN BENITO",TORRE MESEGUER(CALLE) en SAN BENITO
CL,CALLE,TORRE,PUENTE TOCINOS,"CALLE TORRE, PUENTE TOCINOS",TORRE(CALLE) en PUENTE TOCINOS
CL,CALLE,TORRE SALINAS,ALJUCER,"CALLE TORRE SALINAS, ALJUCER",TORRE SALINAS(CALLE) en ALJUCER
CL,CALLE,TORRES,MURCIA,"CALLE TORRES, MURCIA",TORRES(CALLE) en MURCIA
CL,CALLE,TORRETA,MURCIA,"CALLE TORRETA, MURCIA",TORRETA(CALLE) en MURCIA
CL,CALLE,TORTOLAS,MONTEAGUDO,"CALLE TORTOLAS, MONTEAGUDO",TORTOLAS(CALLE) en MONTEAGUDO
CL,CALLE,TOTANA,SANGONERA SECA,"CALLE TOTANA, SANGONERA SECA",TOTANA(CALLE) en SANGONERA SECA
CL,CALLE,TOVAR,PUENTE TOCINOS,"CALLE TOVAR, PUENTE TOCINOS",TOVAR(CALLE) en PUENTE TOCINOS
CL,CALLE,TRAMONTANA,BENIAJAN,"CALLE TRAMONTANA, BENIAJAN",TRAMONTANA(CALLE) en BENIAJAN
CL,CALLE,TRAMPOLIN B,GEA Y TRUYOLS,"CALLE TRAMPOLIN B, GEA Y TRUYOLS",TRAMPOLIN B(CALLE) en GEA Y TRUYOLS
CL,CALLE,TRANSFORMADOR,CASILLAS,"CALLE TRANSFORMADOR, CASILLAS",TRANSFORMADOR(CALLE) en CASILLAS
CL,CALLE,TRANSFORMADOR,DOLORES LOS,"CALLE TRANSFORMADOR, DOLORES LOS",TRANSFORMADOR(CALLE) en DOLORES LOS
CL,CALLE,TRANSFORMADOR,EL SECANO,"CALLE TRANSFORMADOR, EL SECANO",TRANSFORMADOR(CALLE) en EL SECANO
CL,CALLE,TRANSFORMADOR-PROGRESO,SAN BENITO,"CALLE TRANSFORMADOR-PROGRESO, SAN BENITO",TRANSFORMADOR-PROGRESO(CALLE) en SAN BENITO
CL,CALLE,TRANSFORMADOR,RAMOS LOS,"CALLE TRANSFORMADOR, RAMOS LOS",TRANSFORMADOR(CALLE) en RAMOS LOS
CL,CALLE,TRAPERIA,MURCIA,"CALLE TRAPERIA, MURCIA",TRAPERIA(CALLE) en MURCIA
CL,CALLE,TREBOL,COBATILLAS,"CALLE TREBOL, COBATILLAS",TREBOL(CALLE) en COBATILLAS
CL,CALLE,TREBOLES,EL PALMAR,"CALLE TREBOLES, EL PALMAR",TREBOLES(CALLE) en EL PALMAR
CL,CALLE,TREBOL,SANGONERA VERDE,"CALLE TREBOL, SANGONERA VERDE",TREBOL(CALLE) en SANGONERA VERDE
CL,CALLE,TREINTA Y NUEVE - VALLE S,GEA Y TRUYOLS,"CALLE TREINTA Y NUEVE - VALLE S, GEA Y TRUYOLS",TREINTA Y NUEVE - VALLE S(CALLE) en GEA Y TRUYOLS
CL,CALLE,TRES CARABELAS,CORVERA,"CALLE TRES CARABELAS, CORVERA",TRES CARABELAS(CALLE) en CORVERA
CL,CALLE,TRES MAESTRAS,ALBERCA LA,"CALLE TRES MAESTRAS, ALBERCA LA",TRES MAESTRAS(CALLE) en ALBERCA LA
CL,CALLE,TRIGO,COBATILLAS,"CALLE TRIGO, COBATILLAS",TRIGO(CALLE) en COBATILLAS
CL,CALLE,TRINIDAD,MURCIA,"CALLE TRINIDAD, MURCIA",TRINIDAD(CALLE) en MURCIA
CL,CALLE,TRINO SALINAS,RAAL EL,"CALLE TRINO SALINAS, RAAL EL",TRINO SALINAS(CALLE) en RAAL EL
CL,CALLE,TRIUNFO,ALBERCA LA,"CALLE TRIUNFO, ALBERCA LA",TRIUNFO(CALLE) en ALBERCA LA
CL,CALLE,TRIUNFO,MURCIA,"CALLE TRIUNFO, MURCIA",TRIUNFO(CALLE) en MURCIA
CL,CALLE,TRONISTAS HNOS LORENTE,NONDUERMAS,"CALLE TRONISTAS HNOS LORENTE, NONDUERMAS",TRONISTAS HNOS LORENTE(CALLE) en NONDUERMAS
CL,CALLE,TROVERO PERICO CARDOSO,SANGONERA VERDE,"CALLE TROVERO PERICO CARDOSO, SANGONERA VERDE",TROVERO PERICO CARDOSO(CALLE) en SANGONERA VERDE
CL,CALLE,TROVERO REPUNTIN,PUENTE TOCINOS,"CALLE TROVERO REPUNTIN, PUENTE TOCINOS",TROVERO REPUNTIN(CALLE) en PUENTE TOCINOS
CL,CALLE,TTE GRAL GUTIERREZ MELLAD,CORVERA,"CALLE TTE GRAL GUTIERREZ MELLAD, CORVERA",TTE GRAL GUTIERREZ MELLAD(CALLE) en CORVERA
CL,CALLE,TUCUMAN,ESPARRAGAL,"CALLE TUCUMAN, ESPARRAGAL",TUCUMAN(CALLE) en ESPARRAGAL
CL,CALLE,TUDMIR,PUENTE TOCINOS,"CALLE TUDMIR, PUENTE TOCINOS",TUDMIR(CALLE) en PUENTE TOCINOS
CL,CALLE,TULIPAN,EL PALMAR,"CALLE TULIPAN, EL PALMAR",TULIPAN(CALLE) en EL PALMAR
CL,CALLE,TULIPANES,COBATILLAS,"CALLE TULIPANES, COBATILLAS",TULIPANES(CALLE) en COBATILLAS
CL,CALLE,TURBEDAL,ALBERCA LA,"CALLE TURBEDAL, ALBERCA LA",TURBEDAL(CALLE) en ALBERCA LA
CL,CALLE,TURBINTO,ALGEZARES,"CALLE TURBINTO, ALGEZARES",TURBINTO(CALLE) en ALGEZARES
CL,CALLE,TURBINTOS,ALBERCA LA,"CALLE TURBINTOS, ALBERCA LA",TURBINTOS(CALLE) en ALBERCA LA
CL,CALLE,TURMALINA,EL PALMAR,"CALLE TURMALINA, EL PALMAR",TURMALINA(CALLE) en EL PALMAR
CL,CALLE,TURRONEROS,MURCIA,"CALLE TURRONEROS, MURCIA",TURRONEROS(CALLE) en MURCIA
CL,CALLE,TUSOS,SANGONERA VERDE,"CALLE TUSOS, SANGONERA VERDE",TUSOS(CALLE) en SANGONERA VERDE
CL,CALLE,UA1 PP PU-GT18,GEA Y TRUYOLS,"CALLE UA1 PP PU-GT18, GEA Y TRUYOLS",UA1 PP PU-GT18(CALLE) en GEA Y TRUYOLS
CL,CALLE,UA1 PP ZB-CV2,CORVERA,"CALLE UA1 PP ZB-CV2, CORVERA",UA1 PP ZB-CV2(CALLE) en CORVERA
CL,CALLE,UA1 PP ZB-EG2-1,ESPARRAGAL,"CALLE UA1 PP ZB-EG2-1, ESPARRAGAL",UA1 PP ZB-EG2-1(CALLE) en ESPARRAGAL
CL,CALLE,UA1 PP ZI-SA2,SANTO ANGEL,"CALLE UA1 PP ZI-SA2, SANTO ANGEL",UA1 PP ZI-SA2(CALLE) en SANTO ANGEL
CL,CALLE,UA1 PP ZM-CT1,CABEZO TORRES,"CALLE UA1 PP ZM-CT1, CABEZO TORRES",UA1 PP ZM-CT1(CALLE) en CABEZO TORRES
CL,CALLE,UA1 SECTOR ZU-SP-JA5,JERON.-AVILESES,"CALLE UA1 SECTOR ZU-SP-JA5, JERON.-AVILESES",UA1 SECTOR ZU-SP-JA5(CALLE) en JERON.-AVILESES
CL,CALLE,UA 2 PM-CT5,CABEZO TORRES,"CALLE UA 2 PM-CT5, CABEZO TORRES",UA 2 PM-CT5(CALLE) en CABEZO TORRES
CL,CALLE,UA2 PP LA GRANJA,EL PALMAR,"CALLE UA2 PP LA GRANJA, EL PALMAR",UA2 PP LA GRANJA(CALLE) en EL PALMAR
CL,CALLE,UA2 PP ZM-PN01,PUNTAL EL,"CALLE UA2 PP ZM-PN01, PUNTAL EL",UA2 PP ZM-PN01(CALLE) en PUNTAL EL
CL,CALLE,UA3 PP LA GRAJA,EL PALMAR,"CALLE UA3 PP LA GRAJA, EL PALMAR",UA3 PP LA GRAJA(CALLE) en EL PALMAR
CL,CALLE,UA3 PP ZM-SS1-1,SANGONERA SECA,"CALLE UA3 PP ZM-SS1-1, SANGONERA SECA",UA3 PP ZM-SS1-1(CALLE) en SANGONERA SECA
CL,CALLE,UA EL MERINO 1,MARTINEZ PUERTO,"CALLE UA EL MERINO 1, MARTINEZ PUERTO",UA EL MERINO 1(CALLE) en MARTINEZ PUERTO
CL,CALLE,UA EL MERINO 2,MARTINEZ PUERTO,"CALLE UA EL MERINO 2, MARTINEZ PUERTO",UA EL MERINO 2(CALLE) en MARTINEZ PUERTO
CL,CALLE,UA EL MERINO 3,MARTINEZ PUERTO,"CALLE UA EL MERINO 3, MARTINEZ PUERTO",UA EL MERINO 3(CALLE) en MARTINEZ PUERTO
CL,CALLE,UA III PP CR4,MURCIA,"CALLE UA III PP CR4, MURCIA",UA III PP CR4(CALLE) en MURCIA
CL,CALLE,UAJ3 SECTOR UD-CH2,CHURRA,"CALLE UAJ3 SECTOR UD-CH2, CHURRA",UAJ3 SECTOR UD-CH2(CALLE) en CHURRA
CL,CALLE,UA UM-3063-A,ZARANDONA,"CALLE UA UM-3063-A, ZARANDONA",UA UM-3063-A(CALLE) en ZARANDONA
CL,CALLE,UA UNICA PE PC-PM2,EL PALMAR,"CALLE UA UNICA PE PC-PM2, EL PALMAR",UA UNICA PE PC-PM2(CALLE) en EL PALMAR
CL,CALLE,UD-ALQUERIAS1,ALQUERIAS,"CALLE UD-ALQUERIAS1, ALQUERIAS",UD-ALQUERIAS1(CALLE) en ALQUERIAS
CL,CALLE,UE 2 SECTOR INDUS,ZENETA,"CALLE UE 2 SECTOR INDUS, ZENETA",UE 2 SECTOR INDUS(CALLE) en ZENETA
CL,CALLE,UE-PS2,PUEBLA DE SOTO,"CALLE UE-PS2, PUEBLA DE SOTO",UE-PS2(CALLE) en PUEBLA DE SOTO
CL,CALLE,ULEA,MURCIA,"CALLE ULEA, MURCIA",ULEA(CALLE) en MURCIA
CL,CALLE,ULISES,GARRES LOS,"CALLE ULISES, GARRES LOS",ULISES(CALLE) en GARRES LOS
CL,CALLE,UM-055 ALQUERIAS,ALQUERIAS,"CALLE UM-055 ALQUERIAS, ALQUERIAS",UM-055 ALQUERIAS(CALLE) en ALQUERIAS
CL,CALLE,UMBRETE,MURCIA,"CALLE UMBRETE, MURCIA",UMBRETE(CALLE) en MURCIA
CL,CALLE,UNAMUNO,VALLADOLISES,"CALLE UNAMUNO, VALLADOLISES",UNAMUNO(CALLE) en VALLADOLISES
CL,CALLE,UNION MUSICAL GUADALUPANA,GUADALUPE,"CALLE UNION MUSICAL GUADALUPANA, GUADALUPE",UNION MUSICAL GUADALUPANA(CALLE) en GUADALUPE
CL,CALLE,UNION,SAN JOSE,"CALLE UNION, SAN JOSE",UNION(CALLE) en SAN JOSE
CL,CALLE,UNIVERSIDAD -UR.AGRIDULCE,GUADALUPE,"CALLE UNIVERSIDAD -UR.AGRIDULCE, GUADALUPE",UNIVERSIDAD -UR.AGRIDULCE(CALLE) en GUADALUPE
CL,CALLE,UNIVERSO,CASILLAS,"CALLE UNIVERSO, CASILLAS",UNIVERSO(CALLE) en CASILLAS
CL,CALLE,UNO UE IV CR5,MURCIA,"CALLE UNO UE IV CR5, MURCIA",UNO UE IV CR5(CALLE) en MURCIA
CL,CALLE,URANO,CABEZO TORRES,"CALLE URANO, CABEZO TORRES",URANO(CALLE) en CABEZO TORRES
CL,CALLE,URANO,MURCIA,"CALLE URANO, MURCIA",URANO(CALLE) en MURCIA
CL,CALLE,URBANIZABLE ESPINARDO,MURCIA,"CALLE URBANIZABLE ESPINARDO, MURCIA",URBANIZABLE ESPINARDO(CALLE) en MURCIA
CL,CALLE,URRUTIAS LOS,MURCIA,"CALLE URRUTIAS LOS, MURCIA",URRUTIAS LOS(CALLE) en MURCIA
CL,CALLE,URUGUAY,SAN GINES,"CALLE URUGUAY, SAN GINES",URUGUAY(CALLE) en SAN GINES
CL,CALLE,V11,MURCIA,"CALLE V11, MURCIA",V11(CALLE) en MURCIA
CL,CALLE,VALDIVIA,SANGONERA VERDE,"CALLE VALDIVIA, SANGONERA VERDE",VALDIVIA(CALLE) en SANGONERA VERDE
CL,CALLE,VALENCIA DE ALCANTARA,ESPARRAGAL,"CALLE VALENCIA DE ALCANTARA, ESPARRAGAL",VALENCIA DE ALCANTARA(CALLE) en ESPARRAGAL
CL,CALLE,VALENCIA,ESPARRAGAL,"CALLE VALENCIA, ESPARRAGAL",VALENCIA(CALLE) en ESPARRAGAL
CL,CALLE,VALENCIA (ESPINARDO),MURCIA,"CALLE VALENCIA (ESPINARDO), MURCIA",VALENCIA (ESPINARDO)(CALLE) en MURCIA
CL,CALLE,VALENCIA (VISTABELLA),MURCIA,"CALLE VALENCIA (VISTABELLA), MURCIA",VALENCIA (VISTABELLA)(CALLE) en MURCIA
CL,CALLE,VALLE,ALBERCA LA,"CALLE VALLE, ALBERCA LA",VALLE(CALLE) en ALBERCA LA
CL,CALLE,VALLE,EL PALMAR,"CALLE VALLE, EL PALMAR",VALLE(CALLE) en EL PALMAR
CL,CALLE,VALLE HERMOSO,ALBERCA LA,"CALLE VALLE HERMOSO, ALBERCA LA",VALLE HERMOSO(CALLE) en ALBERCA LA
CL,CALLE,VALLE INCLAN,LAS LUMBRERAS,"CALLE VALLE INCLAN, LAS LUMBRERAS",VALLE INCLAN(CALLE) en LAS LUMBRERAS
CL,CALLE,VALLE INCLAN,VALLADOLISES,"CALLE VALLE INCLAN, VALLADOLISES",VALLE INCLAN(CALLE) en VALLADOLISES
CL,CALLE,VALLE LEIVA,PUENTE TOCINOS,"CALLE VALLE LEIVA, PUENTE TOCINOS",VALLE LEIVA(CALLE) en PUENTE TOCINOS
CL,CALLE,VAQUILLA,CARRASCOY,"CALLE VAQUILLA, CARRASCOY",VAQUILLA(CALLE) en CARRASCOY
CL,CALLE,VARA REY,MURCIA,"CALLE VARA REY, MURCIA",VARA REY(CALLE) en MURCIA
CL,CALLE,VASCONGADAS,CHURRA,"CALLE VASCONGADAS, CHURRA",VASCONGADAS(CALLE) en CHURRA
CL,CALLE,VEGA SEGURA,SANGONERA SECA,"CALLE VEGA SEGURA, SANGONERA SECA",VEGA SEGURA(CALLE) en SANGONERA SECA
CL,CALLE,VEINTINUEVE MARZO,ZENETA,"CALLE VEINTINUEVE MARZO, ZENETA",VEINTINUEVE MARZO(CALLE) en ZENETA
CL,CALLE,VELARDE,DOLORES LOS,"CALLE VELARDE, DOLORES LOS",VELARDE(CALLE) en DOLORES LOS
CL,CALLE,VELASCO,PUENTE TOCINOS,"CALLE VELASCO, PUENTE TOCINOS",VELASCO(CALLE) en PUENTE TOCINOS
CL,CALLE,VELAZQUEZ,CABEZO TORRES,"CALLE VELAZQUEZ, CABEZO TORRES",VELAZQUEZ(CALLE) en CABEZO TORRES
CL,CALLE,VELAZQUEZ,CASILLAS,"CALLE VELAZQUEZ, CASILLAS",VELAZQUEZ(CALLE) en CASILLAS
CL,CALLE,VELAZQUEZ,COBATILLAS,"CALLE VELAZQUEZ, COBATILLAS",VELAZQUEZ(CALLE) en COBATILLAS
CL,CALLE,VELAZQUEZ (ESPINARDO),MURCIA,"CALLE VELAZQUEZ (ESPINARDO), MURCIA",VELAZQUEZ (ESPINARDO)(CALLE) en MURCIA
CL,CALLE,VELAZQUEZ,PUNTAL EL,"CALLE VELAZQUEZ, PUNTAL EL",VELAZQUEZ(CALLE) en PUNTAL EL
CL,CALLE,VELAZQUEZ,RAMOS LOS,"CALLE VELAZQUEZ, RAMOS LOS",VELAZQUEZ(CALLE) en RAMOS LOS
CL,CALLE,VELAZQUEZ,SANGONERA SECA,"CALLE VELAZQUEZ, SANGONERA SECA",VELAZQUEZ(CALLE) en SANGONERA SECA
CL,CALLE,VELAZQUEZ,SUCINA,"CALLE VELAZQUEZ, SUCINA",VELAZQUEZ(CALLE) en SUCINA
CL,CALLE,VELETA,BENIAJAN,"CALLE VELETA, BENIAJAN",VELETA(CALLE) en BENIAJAN
CL,CALLE,VELETA,CABEZO TORRES,"CALLE VELETA, CABEZO TORRES",VELETA(CALLE) en CABEZO TORRES
CL,CALLE,VENECIA,MURCIA,"CALLE VENECIA, MURCIA",VENECIA(CALLE) en MURCIA
CL,CALLE,VENTA MANOLITA,GEA Y TRUYOLS,"CALLE VENTA MANOLITA, GEA Y TRUYOLS",VENTA MANOLITA(CALLE) en GEA Y TRUYOLS
CL,CALLE,VENTA,MARTINEZ PUERTO,"CALLE VENTA, MARTINEZ PUERTO",VENTA(CALLE) en MARTINEZ PUERTO
CL,CALLE,VENUS,CABEZO TORRES,"CALLE VENUS, CABEZO TORRES",VENUS(CALLE) en CABEZO TORRES
CL,CALLE,VENUS,EL PALMAR,"CALLE VENUS, EL PALMAR",VENUS(CALLE) en EL PALMAR
CL,CALLE,VENUS,LLANO BRUJAS,"CALLE VENUS, LLANO BRUJAS",VENUS(CALLE) en LLANO BRUJAS
CL,CALLE,VENUS,SANGONERA VERDE,"CALLE VENUS, SANGONERA VERDE",VENUS(CALLE) en SANGONERA VERDE
CL,CALLE,VENUS (SAN PIO X),MURCIA,"CALLE VENUS (SAN PIO X), MURCIA",VENUS (SAN PIO X)(CALLE) en MURCIA
CL,CALLE,VERDOLAY,ALBERCA LA,"CALLE VERDOLAY, ALBERCA LA",VERDOLAY(CALLE) en ALBERCA LA
CL,CALLE,VEREDA,ALJUCER,"CALLE VEREDA, ALJUCER",VEREDA(CALLE) en ALJUCER
CL,CALLE,VEREDA CONDISOS,SANTA CRUZ,"CALLE VEREDA CONDISOS, SANTA CRUZ",VEREDA CONDISOS(CALLE) en SANTA CRUZ
CL,CALLE,VEREDA CUENCA,SANTA CRUZ,"CALLE VEREDA CUENCA, SANTA CRUZ",VEREDA CUENCA(CALLE) en SANTA CRUZ
CL,CALLE,VEREDA CUEVA,LA CUEVA,"CALLE VEREDA CUEVA, LA CUEVA",VEREDA CUEVA(CALLE) en LA CUEVA
CL,CALLE,VEREDA DE FORTUNA,CHURRA,"CALLE VEREDA DE FORTUNA, CHURRA",VEREDA DE FORTUNA(CALLE) en CHURRA
CL,CALLE,VEREDA DE LA CRUZ,LLANO BRUJAS,"CALLE VEREDA DE LA CRUZ, LLANO BRUJAS",VEREDA DE LA CRUZ(CALLE) en LLANO BRUJAS
CL,CALLE,VEREDA,EL PALMAR,"CALLE VEREDA, EL PALMAR",VEREDA(CALLE) en EL PALMAR
CL,CALLE,VEREDA FRANCISCO CONESA,SANTA CRUZ,"CALLE VEREDA FRANCISCO CONESA, SANTA CRUZ",VEREDA FRANCISCO CONESA(CALLE) en SANTA CRUZ
CL,CALLE,VEREDA LOS VALENCIANOS,RAAL EL,"CALLE VEREDA LOS VALENCIANOS, RAAL EL",VEREDA LOS VALENCIANOS(CALLE) en RAAL EL
CL,CALLE,VEREDA SANCHEZ,SANTA CRUZ,"CALLE VEREDA SANCHEZ, SANTA CRUZ",VEREDA SANCHEZ(CALLE) en SANTA CRUZ
CL,CALLE,VEREDAS,ESPARRAGAL,"CALLE VEREDAS, ESPARRAGAL",VEREDAS(CALLE) en ESPARRAGAL
CL,CALLE,VEREDA,TORREAGUERA,"CALLE VEREDA, TORREAGUERA",VEREDA(CALLE) en TORREAGUERA
CL,CALLE,VERONICA,SANGONERA VERDE,"CALLE VERONICA, SANGONERA VERDE",VERONICA(CALLE) en SANGONERA VERDE
CL,CALLE,VERONICAS,MURCIA,"CALLE VERONICAS, MURCIA",VERONICAS(CALLE) en MURCIA
CL,CALLE,VERONICAS,SANGONERA VERDE,"CALLE VERONICAS, SANGONERA VERDE",VERONICAS(CALLE) en SANGONERA VERDE
CL,CALLE,VIA,BENIAJAN,"CALLE VIA, BENIAJAN",VIA(CALLE) en BENIAJAN
CL,CALLE,VIAL 4-4 PP ZM PM1,EL PALMAR,"CALLE VIAL 4-4 PP ZM PM1, EL PALMAR",VIAL 4-4 PP ZM PM1(CALLE) en EL PALMAR
CL,CALLE,VIA LACTEA,CHURRA,"CALLE VIA LACTEA, CHURRA",VIA LACTEA(CALLE) en CHURRA
CL,CALLE,VICENTE ALEIXANDRE,BENIAJAN,"CALLE VICENTE ALEIXANDRE, BENIAJAN",VICENTE ALEIXANDRE(CALLE) en BENIAJAN
CL,CALLE,VICENTE ALEIXANDRE,CHURRA,"CALLE VICENTE ALEIXANDRE, CHURRA",VICENTE ALEIXANDRE(CALLE) en CHURRA
CL,CALLE,VICENTE ALEIXANDRE,ESPARRAGAL,"CALLE VICENTE ALEIXANDRE, ESPARRAGAL",VICENTE ALEIXANDRE(CALLE) en ESPARRAGAL
CL,CALLE,VICENTE ALEIXANDRE,LAS LUMBRERAS,"CALLE VICENTE ALEIXANDRE, LAS LUMBRERAS",VICENTE ALEIXANDRE(CALLE) en LAS LUMBRERAS
CL,CALLE,VICENTE ALEIXANDRE,MURCIA,"CALLE VICENTE ALEIXANDRE, MURCIA",VICENTE ALEIXANDRE(CALLE) en MURCIA
CL,CALLE,VICENTE ALEIXANDRE,ZARANDONA,"CALLE VICENTE ALEIXANDRE, ZARANDONA",VICENTE ALEIXANDRE(CALLE) en ZARANDONA
CL,CALLE,VICENTE BAEZA,PUENTE TOCINOS,"CALLE VICENTE BAEZA, PUENTE TOCINOS",VICENTE BAEZA(CALLE) en PUENTE TOCINOS
CL,CALLE,VICENTE MEDINA,ALBERCA LA,"CALLE VICENTE MEDINA, ALBERCA LA",VICENTE MEDINA(CALLE) en ALBERCA LA
CL,CALLE,VICENTE MEDINA,CABEZO TORRES,"CALLE VICENTE MEDINA, CABEZO TORRES",VICENTE MEDINA(CALLE) en CABEZO TORRES
CL,CALLE,VICENTE MEDINA,JAVALI VIEJO,"CALLE VICENTE MEDINA, JAVALI VIEJO",VICENTE MEDINA(CALLE) en JAVALI VIEJO
CL,CALLE,VICENTE MEDINA,PUENTE TOCINOS,"CALLE VICENTE MEDINA, PUENTE TOCINOS",VICENTE MEDINA(CALLE) en PUENTE TOCINOS
CL,CALLE,VICENTE MEDINA,TORREAGUERA,"CALLE VICENTE MEDINA, TORREAGUERA",VICENTE MEDINA(CALLE) en TORREAGUERA
CL,CALLE,VICENTE MEDINA,ZARANDONA,"CALLE VICENTE MEDINA, ZARANDONA",VICENTE MEDINA(CALLE) en ZARANDONA
CL,CALLE,VICENTE MEDINA,ZENETA,"CALLE VICENTE MEDINA, ZENETA",VICENTE MEDINA(CALLE) en ZENETA
CL,CALLE,VICTOR CASTILLO,RAYA LA,"CALLE VICTOR CASTILLO, RAYA LA",VICTOR CASTILLO(CALLE) en RAYA LA
CL,CALLE,VICTOR HUGO,PUNTAL EL,"CALLE VICTOR HUGO, PUNTAL EL",VICTOR HUGO(CALLE) en PUNTAL EL
CL,CALLE,VICTORIA,ALBERCA LA,"CALLE VICTORIA, ALBERCA LA",VICTORIA(CALLE) en ALBERCA LA
CL,CALLE,VICTORIA,ALJUCER,"CALLE VICTORIA, ALJUCER",VICTORIA(CALLE) en ALJUCER
CL,CALLE,VICTORIA,CABEZO TORRES,"CALLE VICTORIA, CABEZO TORRES",VICTORIA(CALLE) en CABEZO TORRES
CL,CALLE,VICTORIA KENT,ALBERCA LA,"CALLE VICTORIA KENT, ALBERCA LA",VICTORIA KENT(CALLE) en ALBERCA LA
CL,CALLE,VICTORIA NAVARRO HELLIN,ZARANDONA,"CALLE VICTORIA NAVARRO HELLIN, ZARANDONA",VICTORIA NAVARRO HELLIN(CALLE) en ZARANDONA
CL,CALLE,VICTORIANO,DOLORES LOS,"CALLE VICTORIANO, DOLORES LOS",VICTORIANO(CALLE) en DOLORES LOS
CL,CALLE,VICTORIA,PUENTE TOCINOS,"CALLE VICTORIA, PUENTE TOCINOS",VICTORIA(CALLE) en PUENTE TOCINOS
CL,CALLE,VICTORIA,RAMOS LOS,"CALLE VICTORIA, RAMOS LOS",VICTORIA(CALLE) en RAMOS LOS
CL,CALLE,VICTORIA,SAN JOSE,"CALLE VICTORIA, SAN JOSE",VICTORIA(CALLE) en SAN JOSE
CL,CALLE,VICTORINO,ESPARRAGAL,"CALLE VICTORINO, ESPARRAGAL",VICTORINO(CALLE) en ESPARRAGAL
CL,CALLE,VICTORIO,MURCIA,"CALLE VICTORIO, MURCIA",VICTORIO(CALLE) en MURCIA
CL,CALLE,VICTOR MORELLI,ALGEZARES,"CALLE VICTOR MORELLI, ALGEZARES",VICTOR MORELLI(CALLE) en ALGEZARES
